Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
4/14/23 9:00,4/14/23 9:30,Queens,Breininger Park,Near M&O building,Eastern Gray Squirrel,Central,Native,Healthy,1.5,Juvenile,Small Mammals-non RVS,311-14130255,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169000
4/14/23 9:30,4/14/23 11:30,Queens,Brookville Park,Conselyeas Pond,Canada Goose,Central,Native,Unhealthy,0.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
4/14/23 10:00,4/14/23 10:30,Bronx,Pelham Bay Park,Desire Line south of the landfill. 40.85393N 73.81840W,Raccoon,Observed by Ranger,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/14/23 10:30,4/14/23 12:00,Manhattan,Randall's Island Park,Hell's Gate South Salt Marsh near bridge,Mute Swan,Central,Invasive,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/14/23 12:19,4/14/23 14:26,Queens,Kissena Park,Kissena Lake nearest cross-streets Rose Ave/Parsons Blvd,Mute Swan,Central,Invasive,Healthy,0.75,Adult,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
4/14/23 12:30,4/14/23 13:15,Brooklyn,Garibaldi Playground,Inside Garibaldi Playground,Virginia Opossum,Central,Native,Injured,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/14/23 15:15,4/14/23 15:30,Bronx,Sedgwick Playground,bush next to the basketball courts,De Kay's Brown Snake,Central,Native,DOA,1,Juvenile,Terrestrial Reptile or Amphibian,311-14133978,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 10:30,4/15/23 10:30,Staten Island,Blue Heron Park,parking lot,Painted turtle,Public,Native,Healthy,0.5,Juvenile,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 12:00,4/15/23 12:15,Staten Island,Allison Pond Park,On lawn left of the pond,Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-14143830,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169101
4/15/23 13:00,4/15/23 13:10,Brooklyn,Jesse Owens Playground,Between the park benches in field,House Sparrow,Public,Native,DOA,0.25,Juvenile,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 13:00,4/15/23 13:00,Staten Island,Silver Lake Park,On drive by golf course,Wild Turkey,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 14:00,4/15/23 14:15,Bronx,Van Cortlandt Park,Mill Pond Spillway,Canada Goose,Public,Native,,0.75,Adult,Birds,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 15:25,4/15/23 15:25,Queens,Fort Totten Park,Ordnance road,Raccoon,Public,Native,Unhealthy,0.25,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 16:00,4/15/23 16:30,Manhattan,Central Park,5th Avenue and 75th Street Entrance,Virginia Opossum,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/15/23 16:33,4/16/23 12:37,Queens,Astoria Park,East river rock area and behind the pool,Canada Goose,Public,Native,Unhealthy,5,Adult,Birds,311-14146308,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/16/23 10:30,4/16/23 10:45,Staten Island,Clove Lakes Park,Brooks Pond waterfall/white bridge,Common Snapping Turtle,Employee,Native,Injured,1,Adult,Terrestrial Reptile or Amphibian,,Monitored Animal,1,TRUE,TRUE,,0.25,FALSE,FALSE,
4/16/23 10:30,4/16/23 15:00,Staten Island,Clove Lakes Park,brooks pond by waterfall and white bridge,Common Snapping turtle,Employee,Native,Healthy,1.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/16/23 11:00,4/16/23 11:00,Manhattan,Central Park,59th Street Pond by Gapstow Bridge,Canada Goose,Employee,Native,Injured,2.5,Adult,Birds,311-14153466,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/16/23 12:00,4/16/23 12:20,Bronx,Pugsley Creek Park,Lacombe Avenue and Barrett Avenue,Virginia Opossum,Public,Native,,2,"Adult, Infant",Small Mammals-non RVS,311-14155310,Rehabilitator,4,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/16/23 13:00,4/16/23 15:00,Brooklyn,McCarren Park,Park House,Budgerigar,Central,Domestic,Healthy,1,Adult,"Domestic, Birds",,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169202
4/17/23 8:30,4/17/23 8:50,Brooklyn,Prospect Park,Parade Ground,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-14162620,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169217
4/17/23 11:20,4/17/23 11:20,Bronx,Pelham Bay Park,"Between picnic area and tennis courts in Pelham Bay Park south 40.8507791, -73.8226419",Striped Skunk,Observed by Ranger,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169225
4/17/23 12:00,4/17/23 14:00,Manhattan,Central Park,Wollman Rink outside the courts by little pond area,Canada Goose,Employee,Native,Unhealthy,1,Adult,Birds,311-14166538,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/17/23 12:30,4/17/23 12:45,Bronx,Williamsbridge Square,Parks office,Raccoon,Employee,Native,Healthy,2,Infant,Small Mammals-RVS,311-14166135,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169258
4/17/23 13:30,4/19/23 13:30,Queens,Forest Park,Forest Park Visitor Center,Raccoon,Employee,Native,Healthy,0.25,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/17/23 17:45,4/17/23 18:00,Bronx,Daniel Boone Playground,Under the play structure,Cat,Central,Domestic,Healthy,1.5,Adult,Domestic,,Monitored Animal,1,FALSE,TRUE,,0.75,FALSE,FALSE,
4/18/23 0:00,4/18/23 17:15,Bronx,Van Cortlandt Park,Hester and Piero's Mill Pond in spillway,Painted Turtle,Observed by Ranger,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/18/23 11:30,4/18/23 11:30,Manhattan,Highbridge Recreation Center,174th and Amsterdam Ave,European Starling,Employee,Invasive,Healthy,0.5,Juvenile,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/18/23 15:00,4/18/23 15:00,Bronx,Pelham Parkway,Intersection with White Plains Rd,Eastern Gray Squirrel,Employee,Native,Injured,2.5,Juvenile,Small Mammals-non RVS,311-14178732,ACC,1,FALSE,FALSE,,,FALSE,FALSE,239031
4/19/23 11:30,4/19/23 11:40,Bronx,Pelham Bay Park,"Bike Path at Orchard Beach Entrance (40.8654933, -73.8009707)",Raccoon,Central,Native,Injured,3.25,Adult,Small Mammals-RVS,311-14187250,ACC,1,TRUE,FALSE,,,FALSE,FALSE,239124
4/19/23 17:00,4/20/23 10:30,Manhattan,Morningside Park,116th at the bottom of the stairs coming down from Morningside Dr.,Cat,Public,Domestic,N/A,1.5,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/20/23 9:30,4/20/23 9:40,Bronx,Crotona Park,Corner of Prospect Ave and Crotona Park East,Raccoon,Employee,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/20/23 11:30,4/20/23 11:30,Manhattan,Central Park,Bethesda Terrace,Eastern Red Bat,"Conservancies/""Friends of"" Groups",Native,Injured,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
4/20/23 14:30,4/20/23 14:45,Bronx,Soundview Park,Behind the Park House,Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,311-14201159,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
4/21/23 9:00,4/21/23 10:15,Bronx,Crotona Park,Crotona Park Nature Center,Eastern Gray Squirrel,Employee,Native,Unhealthy,0.25,Juvenile,Small Mammals-non RVS,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/21/23 10:02,4/21/23 10:23,Queens,Forest Park,Jackson Pond Playground on garden bed,Virginia Opossum,Employee,Native,Unhealthy,1,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/21/23 12:00,4/21/23 12:00,Bronx,Pelham Bay Park,Twin Island,Raccoon,Public,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/21/23 12:00,4/21/23 15:00,Staten Island,Clove Lakes Park,"Brook's Pond side, near the red bridge",Great horned owl,Employee,Native,Healthy,1,Juvenile,Raptors,,Advised/Educated others,2,FALSE,FALSE,,,FALSE,FALSE,
4/21/23 13:30,4/21/23 13:30,Staten Island,Bloomingdale Park,Bloomingdale Park adjacent to baseball field,American Robin,Employee,Native,Injured,3.5,Adult,Birds,311-14212350,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169565
4/21/23 14:20,4/21/23 14:20,Bronx,Pelham Bay Park,Orchard Beach,Raccoon,Public,Native,Unhealthy,3,Adult,Small Mammals-RVS,311-14211853,ACC,1,FALSE,TRUE,,,FALSE,FALSE,239372
4/21/23 15:30,4/21/23 15:30,Brooklyn,Herbert Von King Park,In bush near lafayette ave,House Sparrow,Employee,Native,DOA,2,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/21/23 17:15,4/21/23 17:45,Staten Island,Snug Harbor Cultural Center,On the steps of Building C,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,4,Adult,Small Mammals-RVS,311-14213233,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169587
4/22/23 14:00,4/22/23 15:10,Staten Island,LaTourette Park & Golf Course,golf course between Holes 17 and 18,Canada Goose,Central,Native,Healthy,1.75,Adult,Birds,311-14221127,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/22/23 14:10,4/22/23 15:10,Staten Island,LaTourette Park & Golf Course,Adjacent to waterway on golf course near Hole 16,Canada Goose,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/22/23 15:00,4/22/23 15:00,Manhattan,Inwood Hill Park,Indian Road and 215th Street,Domestic Dove,Public,Domestic,Injured,1.5,Adult,"Domestic, Birds",Missing,Rehabilitator,1,FALSE,FALSE,,,FALSE,FALSE,
4/23/23 10:00,4/23/23 10:15,Manhattan,Fort Tryon Park,Heather Garden,Dog,Employee,Domestic,Healthy,0.5,Adult,Domestic,,Unfounded,0,FALSE,TRUE,,0.25,FALSE,FALSE,
4/23/23 11:30,4/23/23 11:30,Bronx,Crotona Park,Crotona Park Lake Paths,Red-Eared Slider,Observed by Ranger,Invasive,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
4/23/23 14:40,4/23/23 15:00,Staten Island,Clove Lakes Park,"Forest ave and Clove rd section of park, Brooks Pond side",Great Horned Owl,Observed by Ranger,Native,Healthy,0.75,Juvenile,Raptors,,Advised/Educated others,2,FALSE,TRUE,,0.75,FALSE,FALSE,
4/23/23 14:50,4/23/23 14:50,Staten Island,Clove Lakes Park,Martling Avenue by Brooks Pond,Red-Eared Slider,Observed by Ranger,Invasive,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
4/23/23 15:11,4/23/23 13:00,Staten Island,Clove Lakes Park,in pond adjacent to basketball courts,Common Snapping turtle,Other,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Monitored Animal,2,FALSE,FALSE,,,FALSE,FALSE,
4/23/23 15:30,4/24/23 9:42,Staten Island,Alice Austen House Park,Buono Beach,Brant Goose,WBF,Native,Healthy,4,Adult,Birds,,Released back into Park after Rehabilitation,1,FALSE,FALSE,,,FALSE,FALSE,
4/23/23 16:30,4/23/23 16:55,Staten Island,Greencroft Playground,woman's restroom,Eastern Gray Squirrel,Employee,Native,Healthy,1,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/24/23 8:30,4/24/23 8:38,Queens,Kissena Park,Southwest of the pond. Next to WW1 stone monument.,Great Horned Owl,Employee,Native,Healthy,2.5,Infant,Raptors,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/24/23 10:30,4/24/23 11:40,Queens,Highland Park,Jamaica Ave and Elton Street portopotty,Horseshoe Crab,Employee,Native,Healthy,0.5,Adult,"Rare,  Endangered,  Dangerous",,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/24/23 11:00,4/24/23 11:20,Brooklyn,Betsy Head Park,By the pool entrance,Rock Dove,Central,Native,Healthy,6,Juvenile,Birds,311-14239790,Rehabilitator,2,FALSE,TRUE,Wild bird fund,2,FALSE,FALSE,
4/24/23 11:15,4/24/23 11:30,Bronx,Soundview Park,Lafayette ave and Morrison ave,Dog,Employee,Domestic,Healthy,1.25,Juvenile,Domestic,311-14241681,ACC,1,FALSE,FALSE,,,FALSE,FALSE,239664
4/24/23 12:20,4/24/23 12:30,Staten Island,Conference House Park,Under Pavillion,Red Fox,Public,Native,Injured,1,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/24/23 12:30,4/24/23 12:30,Brooklyn,Canarsie Park,Schenck St and E 91st St,Raccoon,Employee,Native,Healthy,2.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,4,FALSE,FALSE,,,FALSE,FALSE,
4/24/23 12:50,4/24/23 12:50,Bronx,Crotona Park,Base of tree south side of Crotona Pond/Indian Lake in field,Eastern Gray Squirrel,Observed by Ranger,Native,DOA,0.25,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/24/23 16:00,4/24/23 16:00,Queens,Kissena Park,Southwest of Kissena Lake,Dog,Observed by Ranger,Domestic,Healthy,2.75,Adult,Domestic,311-14244646,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169795
4/24/23 16:00,4/24/23 16:00,Manhattan,Marcus Garvey Park,by 120th and 5th Ave entrance,Cat,Employee,Domestic,Injured,1,Adult,Domestic,311-142-43684,ACC,1,TRUE,TRUE,,0.25,FALSE,FALSE,169789
4/25/23 13:00,4/25/23 13:00,Brooklyn,Marine Park,Marine Park Athletic Field,Dog,Central,Domestic,Healthy,1,Adult,Domestic,311-14253388,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169853
4/25/23 14:00,4/26/23 14:00,Staten Island,Snug Harbor Cultural Center,Farm,Virginia Opossum,Employee,Native,Injured,1,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/25/23 14:15,4/25/23 14:45,Staten Island,High Rock Park,High Rock Administration Building,Red-bellied woodpecker,Employee,Native,Healthy,0.75,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/26/23 7:57,4/26/23 8:00,Queens,Kissena Park,Great War Memorial Knoll,Great Horned Owl,Public,Native,Healthy,3,Juvenile,Raptors,,Relocated/Condition Corrected,1,FALSE,TRUE,,3,FALSE,FALSE,
4/26/23 9:09,4/26/23 9:30,Bronx,Van Cortlandt Park,John Muir Trail on Nursery Road,Raccoon,Central,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,311-14261749,ACC,1,FALSE,FALSE,,,FALSE,FALSE,169980
4/26/23 9:30,4/26/23 9:45,Bronx,Starlight Park,Bronx River,Mute Swan,"Conservancies/""Friends of"" Groups",Native,Injured,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/26/23 11:00,4/28/23 13:00,Queens,Cunningham Park,Bocce court,Red-tailed Hawk,Other,Native,Healthy,1,Adult,Raptors,,Released back into Park after Rehabilitation,1,FALSE,FALSE,,,FALSE,FALSE,
4/26/23 11:10,4/26/23 0:20,Bronx,Devoe Park,Just east of the basketball courts on Father Zeiser Place,Raccoon,Central,Native,Injured,1.5,Adult,Small Mammals-RVS,311-14262830,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170009
4/26/23 11:30,4/26/23 11:45,Brooklyn,Marine Park,Lenape Playground,Dog,"Conservancies/""Friends of"" Groups",Domestic,Healthy,2,Adult,Domestic,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
4/26/23 12:35,4/26/23 12:58,Queens,Kissena Corridor Park,Ella Fitzgerald playground,Dog,Employee,Domestic,Healthy,2,Adult,Domestic,311-14264004,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170016
4/26/23 16:00,4/26/23 16:15,Manhattan,Jackie Robinson Park,150th and Edgecombe,Dog,Public,Domestic,Unhealthy,1.5,Adult,Domestic,311-14274173,ACC,1,FALSE,FALSE,,,FALSE,FALSE,239969
4/26/23 16:30,4/26/23 16:40,Brooklyn,Marine Park,Burnett and Whitney near Dr. John's Playground,Raccoon,Public,Native,Healthy,0.5,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,4,FALSE,FALSE,,,FALSE,FALSE,
4/27/23 8:30,4/27/23 9:00,Brooklyn,Manhattan Beach Park,Westernmost Jetty on the beach,Gray Seal,Central,Native,Healthy,6,Juvenile,Marine Mammals-seals only,311-14272156,Monitored Animal,1,TRUE,TRUE,,6,FALSE,FALSE,
4/27/23 9:00,4/27/23 9:03,Bronx,Vidalia Park,Perched in a tree inside of a Greenthumb garden inside of the park,Indian Peafowl,Other,Exotic,Healthy,2.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,1.5,TRUE,FALSE,
4/27/23 11:59,4/27/23 12:19,Queens,Rufus King Park,PEP Command,Raccoon,Central,Native,Healthy,1,Infant,Small Mammals-RVS,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/27/23 12:30,4/27/23 13:30,Brooklyn,Calvert Vaux Park,"40.5872197,-73.9921662",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-14274682,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170150
4/27/23 14:20,4/27/23 14:20,Manhattan,Central Park,Small field west of Toll Family Playground,Rock Dove,Observed by Ranger,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/27/23 14:32,4/27/23 14:43,Queens,Juniper Valley Park,Between track and baseball fields,Red-tailed Hawk,Central,Native,Healthy,1,Adult,Raptors,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/27/23 15:00,4/27/23 16:00,Bronx,Pelham Bay Park,Orchard Beach Parking Lot,Dog,Public,Domestic,Healthy,2,Adult,Domestic,311-14277986,ACC,1,TRUE,FALSE,,,FALSE,FALSE,170206
4/27/23 17:45,4/27/23 17:45,Queens,Fort Totten Park,above Torpedo Magazines,Raccoon,Observed by Ranger,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.15,FALSE,FALSE,
4/28/23 8:30,4/28/23 9:00,Staten Island,South Shore Country Club,Huguenot Avenue and Arthur Kill Road,Eastern Coyote,Public,Native,Injured,0.5,Adult,Coyotes,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/28/23 13:00,4/28/23 13:15,Brooklyn,Prospect Park,near gazebo by Prospect Park lake,American Robin,Public,Native,Healthy,0.25,Juvenile,Birds,,Advised/Educated others,1,FALSE,TRUE,,0.25,FALSE,FALSE,
4/28/23 16:30,4/28/23 16:45,Manhattan,Central Park,63th street and east drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Juvenile,Small Mammals-RVS,311-14297618,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
4/30/23 10:00,4/30/23 10:10,Bronx,Ewen Park,Between Riverdale Ave and the dog run,Eastern Gray Squirrel,Public,Native,Injured,2,Adult,Small Mammals-RVS,311-14304813,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170421
4/30/23 14:20,4/30/23 14:20,Brooklyn,McCarren Park,Near handball courts,Rock Dove,Central,Native,Injured,2,Adult,Birds,311-14306228,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/1/23 10:15,5/1/23 10:20,Brooklyn,Prospect Park,Concert Grove,Eastern Gray Squirrel,Public,Native,Injured,1,Juvenile,Small Mammals-non RVS,311-14315559,Rehabilitator,1,FALSE,FALSE,Kris Bevilacqua,,FALSE,FALSE,
5/1/23 12:30,5/1/23 13:15,Queens,Fort Totten Park,"Abbott Road and Sylvester Lane 40.794118, -73.777810",Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,311-14318962,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170534
5/1/23 13:30,5/1/23 14:00,Manhattan,Central Park,Across from the Still Hunt Statue,Eastern Gray Squirrel,Public,Native,DOA,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/1/23 13:40,5/1/23 13:45,Queens,Fort Totten Park,"638 Totten Avenue 40.792850, -73.778041",Raccoon,Employee,Native,Unhealthy,4,Adult,Small Mammals-RVS,311-14320194,ACC,1,FALSE,FALSE,,,FALSE,FALSE,240555
5/1/23 16:30,5/1/23 18:30,Brooklyn,McCarren Park,Driggs and Lorimer,Rock Dove,Public,Native,Unhealthy,1,Juvenile,Birds,311-14323783,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
5/1/23 17:30,5/1/23 17:40,Brooklyn,Prospect Park,Lincoln Road,Raccoon,Employee,Native,Healthy,0.25,Juvenile,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
5/2/23 12:40,5/3/23 13:30,Brooklyn,Cooper Park,Field,Eastern Gray Squirrel,Public,Native,Injured,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/2/23 13:30,5/2/23 14:30,Manhattan,Central Park,Waterfall in the Ramble near Oak Bridge and W 77th,Raccoon,Central,Native,Healthy,1,Juvenile,Small Mammals-RVS,,Advised/Educated others,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/2/23 14:20,5/2/23 14:25,Queens,Fort Totten Park,"333 Westaway Road 40.790637, -73.774209",Raccoon,Other,Native,Unhealthy,0.25,Adult,Small Mammals-RVS,311-14332449,ACC,1,FALSE,FALSE,,,FALSE,FALSE,52439
5/2/23 15:10,5/2/23 15:15,Bronx,Pelham Bay Park,Near the Bronx Victory Memorial,Raccoon,Public,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/2/23 19:00,5/2/23 19:00,Brooklyn,Msgr. McGolrick Park,Bathrooms,Eastern Gray Squirrel,Central,Native,Injured,0.5,Adult,Small Mammals-non RVS,311-14333605,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/2/23 21:00,5/3/23 11:30,Brooklyn,Jaime Campiz Playground,playground,Dog,Central,Domestic,Injured,0.5,Adult,Domestic,311-14334788,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/3/23 9:50,5/3/23 9:50,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Canada Goose,Observed by Ranger,Native,Injured,0.5,Adult,Birds,311-14341249,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/3/23 10:00,5/3/23 10:00,Queens,Kissena Park,Great War Memorial Knoll,Great Horned Owl,Employee,Native,Injured,2,Juvenile,Raptors,311-14340933,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
5/3/23 10:50,5/3/23 10:50,Staten Island,Willowbrook Park,Picnic Table / BBQ Area,Gray Tree Frog,Observed by Ranger,Native,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/3/23 14:25,5/3/23 14:30,Queens,Astoria Park,under RFK Bridge,Mute Swan,Central,Invasive,Healthy,1.75,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
5/3/23 16:00,5/3/23 16:00,Staten Island,Faber Pool and Park,Faber Park,Cat,Employee,Domestic,Injured,3.5,Infant,Domestic,311-14346396,ACC,4,FALSE,FALSE,,,FALSE,FALSE,170756
5/4/23 8:30,5/4/23 9:00,Staten Island,Stapleton Playground,Near Playgroud,Cat,Central,Domestic,Injured,1,"Adult, Juvenile",Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/4/23 9:30,5/4/23 10:00,Manhattan,Riverside Park,"135 Street and 12 Avenue, Riverside Maintenace office",Raccoon,Central,Native,Healthy,1.5,Infant,Small Mammals-RVS,311-14352879,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170783
5/5/23 8:15,5/5/23 8:30,Bronx,Harris Park,Near Playground Monkey Bars,Dog,Central,Domestic,Injured,1,Adult,Domestic,311-14361216,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/5/23 13:15,5/5/23 13:15,Bronx,Pelham Bay Park,Barbecue Area along Bruckner Blvd,Raccoon,Public,Native,Healthy,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
5/5/23 16:00,5/5/23 16:15,Brooklyn,Prospect Park,The Peninsula,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Infant,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/5/23 16:30,5/5/23 17:00,Bronx,Loreto Playground,Van Nest Avenue and Haight Avenue,Canada Goose,WBF,Native,Healthy,2.5,"Infant, Adult",Birds,311-14368553,Rehabilitator,2,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/5/23 21:00,5/6/23 10:00,Staten Island,Conference House Park,40 yards south of the south pole on the beach,Atlantic Sturgeon,Employee,Native,DOA,0.5,Adult,Fish-numerous quantity,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/6/23 8:20,5/6/23 8:30,Queens,Fort Totten Park,"206 Totten Avenue (40.791748, -73.776214)",Raccoon,Other,Native,Unhealthy,2,Juvenile,Small Mammals-RVS,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,170931
