Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
3/16/21 9:15,3/16/21 9:15,Queens,Forest Park,"40.701110, -73.859041",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-05696558,ACC,1,FALSE,FALSE,,,FALSE,FALSE,113251
3/15/21 11:30,3/15/21 11:45,Brooklyn,Prospect Park,Boat House,Budgerigar Parakeet,Public,Domestic,Healthy,2,Adult,Domestic;#Birds,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,113223
3/12/21 15:30,3/12/21 15:30,Manhattan,Hamilton Fish Park,Front of park,Rock Dove,Public,Native,Unhealthy,0.25,Adult,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
3/12/21 11:10,3/12/21 23:30,Brooklyn,Prospect Park,Lake Side and LeFrak,Eastern Gray Squirrel,Employee,Native,Injured,2,Adult,Small Mammals-non RVS,311-05663800,Rehabilitator,1,FALSE,FALSE,Kris Bevilacqua,,FALSE,FALSE,
3/12/21 10:00,3/12/21 10:00,Staten Island,Blue Heron Park,Spring Pond,Frog (Unknown),Observed by Ranger,Native,Healthy,0.5,Infant,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,30,FALSE,FALSE,,,FALSE,FALSE,
3/11/21 9:30,3/11/21 10:00,Staten Island,Clove Lakes Park,In woods behind Ice Skating Rink,White-tailed Deer,Public,Native,DOA,6,Adult,Deer,311-05651263,Relocated/Condition Corrected,1,TRUE,FALSE,,,TRUE,FALSE,
3/11/21 11:00,3/11/21 11:06,Queens,Oakland Gardens,Cloverdale Blvd entrance to Oakland Lake,Red-Eared Slider,Employee,Invasive,Injured,1,Juvenile,Terrestrial Reptile or Amphibian,311-05649484,ACC,1,TRUE,FALSE,,,FALSE,FALSE,153730
3/11/21 9:20,3/11/21 9:25,Queens,Hoffman Park,Behind the concrete bleachers near 58th Ave and Hoffman Dr,Cat,Central,Domestic,Unhealthy,1.75,Adult,Domestic,311-05647659,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112985
3/10/21 8:00,3/10/21 8:45,Manhattan,Central Park,Reservoir running path near South Pump House,Hamster,Public,Domestic,N/A,0.25,Adult,Domestic;#Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/5/20 18:54,2/6/20 10:30,Manhattan,Central Park,Harlem Meer,Canada Goose,Other,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/9/21 12:00,3/9/21 12:00,Brooklyn,Marine Park,Salt Marsh Nature Center,Canada Goose,Public,Native,Unhealthy,1,Adult,Birds,311-05631228,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112883
3/9/21 9:10,3/9/21 9:16,Staten Island,Greenbelt White trail,Ashworth Ave. and Lovell Ave.,White-tailed Deer,Central,Native,Injured,0.75,Adult,Deer,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/9/21 9:00,3/9/21 9:05,Staten Island,Blue Heron Park,Blue Heron Nature Center,White-throated Sparrow,Observed by Ranger,Native,DOA,0.1,Adult,Birds,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
3/7/21 9:00,3/7/21 12:40,Staten Island,Joseph Manna Park,In shrubs,White-tailed deer,Employee,Native,DOA,1,Juvenile,Deer,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
3/7/21 7:53,3/7/21 8:09,Queens,"Phil ""Scooter"" Rizzuto Park",Park,Chicken,Central,Domestic,Healthy,0.5,Adult,Domestic;#Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/6/21 15:00,3/6/21 15:10,Staten Island,Wolfe's Pond Park,Holton Ave/Purdy Pl near pond,Rough-legged Hawk,Public,Native,Injured,1.5,Adult,Raptors,311-05603772,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
3/4/21 17:30,3/4/21 17:30,Bronx,Pelham Bay Park,Path behind Orchard Beach Nature Center,Red-Shouldered Hawk,Observed by Ranger,Native,DOA,0.25,Adult,Raptors,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/4/21 17:00,3/4/21 16:45,Bronx,Pelham Bay Park,Twin Island Shoreline,White-tailed Deer,Public,Native,DOA,0.75,Juvenile,Deer,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/4/21 9:30,3/4/21 10:00,Manhattan,Morningside Park,Pond,Canada Goose,Employee,Native,Injured,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/3/21 15:00,3/3/21 15:30,Brooklyn,Prospect Park,LeFrak Center,Raccoon,Central,Native,N/A,0.5,Adult,Small Mammals-RVS,311-05569987,Unfounded,0,FALSE,FALSE,,1,FALSE,FALSE,
3/3/21 11:25,3/3/21 12:30,Queens,Crocheron Park,Golden Pond,Mute Swan,Public,Invasive,Injured,0.25,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/1/21 13:30,3/3/21 13:45,Manhattan,Inwood Hill Park,"Orange Trail, 40°52'26.4""N 73°55'26.3""W",Raccoon,Employee,Native,DOA,1.5,Adult,Small Mammals-RVS,311-05570420,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112611
3/3/21 11:30,3/3/21 11:30,Staten Island,Willowbrook Park,Near comfort station,Duck (Unknown),Employee,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/3/21 9:00,3/3/21 9:30,Staten Island,William T. Davis Wildlife Refuge,Behind the Parks house at 2226 Richmond Ave,White-tailed Deer,Employee,Native,Injured,2,Adult,Deer,311-05568484,Advised/Educated others,1,FALSE,TRUE,,2,FALSE,TRUE,
3/2/21 16:33,3/3/21 16:45,Queens,Forest Park,"Myrtle Ave and Park Lane South by 112th Street 40°42'08.1""N 73°50'24.6""W 40.702256, -73.840160",Raccoon,Employee,Native,Unhealthy,1.25,Adult,Small Mammals-RVS,311-05562057,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112567
3/2/21 9:30,3/2/21 11:00,Manhattan,Riverside Park,Riverbank Playground,Eastern Gray Squirrel,Employee,Native,N/A,1,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/2/21 11:00,3/2/21 11:30,Brooklyn,Canarsie Park,Bike path on Paerdegat Ave N between Paerdegat 11th St and Paerdegat 12th St,Mute Swan,Public,Invasive,Injured,2.5,Adult,Birds,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
3/1/21 14:35,3/1/21 14:40,Bronx,Pelham Bay Park,Near Stadium Ave and Watt Ave,Red-Shouldered Hawk,Central,Native,Injured,2,Juvenile,Raptors,311-05549910,Rehabilitator,1,TRUE,FALSE,Bobby Horvath,,FALSE,FALSE,
2/28/21 9:10,2/28/21 10:40,Staten Island,Midland Beach,Soccer Field,Domestic Goose,Employee,Domestic,Healthy,0.75,Adult,Domestic;#Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/27/21 14:00,2/27/21 14:15,Brooklyn,Coney Island Beach and Boardwalk,Brighton Beach near Coney Island Ave,Snowy Owl,Public,Native,Unhealthy,2,Adult,Raptors,311-05533249,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
2/26/21 15:55,2/26/21 16:00,Queens,Oakland Gardens,Springfield Blvd and 47 Ave,Dog,Public,Domestic,Healthy,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/26/21 15:45,2/26/21 15:45,Bronx,Pelham Bay Park,North Picnic Area,Canada Goose,Observed by Ranger,Native,Injured,0.25,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
2/26/21 15:30,2/26/21 15:30,Queens,St. Albans Park,"Central green opposite of Sayers Ave, base of large tree",Eastern Gray Squirrel,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/26/21 12:27,2/26/21 14:30,Manhattan,Central Park,"Strawberry Fields, W 72nd St and West Dr",Eastern Gray Squirrel,Central,Native,N/A,0.5,Adult,Small Mammals-non RVS,311-05523048,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/26/21 15:30,2/26/21 16:00,Brooklyn,Brooklyn Bridge Park,Pier 6,Virginia Opossum,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/26/21 11:00,2/26/21 12:00,Brooklyn,McCarren Park,North 12th St and Driggs Ave,Eastern Gray Squirrel,Employee,Native,Unhealthy,1,Adult,Small Mammals-non RVS,311-05525809,Rehabilitator,1,FALSE,TRUE,Kris Bevilacqua,1,FALSE,FALSE,
2/25/21 10:00,2/25/21 11:15,Manhattan,Fort Tryon Park,Bennett Ave and 190th St,Chicken,Employee,Domestic,Unhealthy,1.5,Juvenile,Domestic;#Birds,311-05511980,ACC,3,FALSE,FALSE,,,FALSE,FALSE,152663
2/24/21 13:46,2/24/21 13:47,Queens,Broad Channel American Park,Cross Bay Blvd and W 22nd Rd,Brant Goose,Observed by Ranger,Native,Injured,0.75,Adult,Birds,311-05505747,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112291
2/23/21 12:00,2/24/21 12:45,Bronx,Henry Hudson Park,Entire park,Canada Goose,Public,Native,Injured,0.25,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/23/21 13:30,2/23/21 13:40,Manhattan,Central Park,Wollman Rink,Red-tailed Hawk,Employee,Native,Healthy,0.5,Juvenile,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/23/21 10:10,2/23/21 10:17,Queens,St. Michael's Playground,Playground area near 31st Ave,Dog,Central,Domestic,Unhealthy,2.25,Adult,Domestic,31105495398,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112219
2/21/21 13:40,2/21/21 13:45,Brooklyn,Prospect Park,Terrace Bridge,Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/20/21 16:00,2/20/21 16:00,Manhattan,Inwood Hill Park,On Sidewalk bordering Payson Playground,Rock Dove,Public,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/20/21 14:00,2/20/21 14:00,Manhattan,Washington Square Park,Just West of the fountain in the center of the park,Eastern Gray Squirrel,Public,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/19/21 15:45,2/19/21 16:15,Brooklyn,Canarsie Park,Park House,Dog,Employee,Domestic,Injured,1.5,Adult,Domestic,311-05466125,ACC,1,FALSE,FALSE,,,FALSE,FALSE,112054
2/17/21 9:00,2/17/21 10:00,Bronx,Pelham Bay Park,"40.848903,-73.815868",Harp Seal,Other,Native,DOA,5,Juvenile,Marine Mammals-seals only,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/17/21 10:44,2/17/21 11:30,Queens,Motor Parkway,209 St/Vanderbilt Motor Parkway,Chicken,Central,Domestic,Healthy,1.5,Adult,Birds;#Domestic,311-05446012,ACC,3,FALSE,FALSE,,,FALSE,FALSE,111947
2/16/21 17:45,2/17/21 7:30,Queens,Bowne Park,Bowne Lake,Canada Goose,Public,Native,Injured,2,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/16/21 14:45,2/16/21 14:47,Bronx,Shoelace Park,Under Bench at 222nd St and Bronx Blvd,Virginia Opossum,Central,Native,Injured,3,Adult,Small Mammals-non RVS,311-05439250,ACC,1,FALSE,FALSE,,,FALSE,FALSE,111901
2/16/21 12:20,2/16/21 12:30,Manhattan,Central Park,Pinetum,Red-tailed Hawk,Employee,Native,Healthy,0.5,Juvenile,Raptors,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
2/14/21 15:30,2/14/21 15:35,Manhattan,Martin Luther King Jr. Park,Playground,Canada Goose,Central,Native,N/A,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/15/21 10:05,2/15/21 10:10,Bronx,Fort Independence Playground,On a bench next to the comfort station,Cat,Central,Domestic,Healthy,1.5,Juvenile,Domestic,311-05428833,ACC,1,FALSE,FALSE,,,FALSE,FALSE,151816
2/14/21 9:45,2/14/21 14:45,Staten Island,Blue Heron Park,Blue Heron Nature Center,White-throated Sparrow,Employee,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/13/21 16:30,2/13/21 16:40,Manhattan,Central Park,South side of the 59th St Pond,Domestic Dove,Central,Domestic,N/A,0.75,Adult,Birds;#Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
2/12/21 14:00,2/12/21 14:30,Manhattan,Central Park,100th St Pool,Wood Duck,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
2/7/21 15:00,2/10/21 15:00,Bronx,Van Cortlandt Park,East 233rd St and Jerome Avenue,Barred Owl,Public,Native,DOA,3,Adult,Raptors,,Submitted for DEC Testing,1,FALSE,FALSE,,,FALSE,FALSE,
2/10/21 11:00,2/10/21 11:20,Manhattan,Sherman Creek,On the Greenway along Harlem River Drive,Canada Goose,Employee,Native,Unhealthy,1.5,Adult,Birds,311-05389028,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
2/10/21 15:25,2/10/21 15:30,Queens,Forest Park,"Dry Harbor parking lot (40.702206, -73.867878)",Raccoon,Employee,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-05391600,ACC,1,FALSE,FALSE,,,FALSE,FALSE,111642
2/6/21 15:30,2/6/21 15:45,Manhattan,Central Park,Central Park East Dr at E 99th St,Blue Jay,"Conservancies/""Friends of"" Groups",Native,Injured,1,Adult,Birds,311-05354161,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
2/5/21 17:15,2/5/21 17:20,Queens,Broad Channel American Park,Parking lot btwn Broad Channel American Ballfields and Sunset Cove Park,Brant Goose,Central,Native,Injured,2.75,Adult,Birds,311-05345813,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
2/5/21 14:40,2/5/21 14:55,Staten Island,Ocean Breeze Track & Field Athletic Complex,Father Capodanno Boulevard,Groundhog,Employee,Native,Healthy,1,Juvenile,Small Mammals-non RVS,311-05345958,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
2/5/21 12:10,2/5/21 12:10,Manhattan,Central Park,110th St between Frederick Douglass Cir & Adam Clayton Powell Jr. Blvd,Red-tailed Hawk,Employee,Native,Healthy,0.75,Juvenile,Raptors,,Advised/Educated others,1,TRUE,TRUE,,0.75,FALSE,FALSE,
2/5/21 10:20,2/5/21 10:25,Queens,Crocheron Park,Cross Island Parkway side of Crocheron Park,Mute Swan,Observed by Ranger,Invasive,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/4/21 15:45,2/4/21 16:00,Manhattan,Fort Tryon Park,On the trail east of the Cloisters,Red-tailed Hawk,Employee,Native,Injured,2,Juvenile,Raptors,311-05336689,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
2/2/21 17:30,2/2/21 17:40,Manhattan,Central Park,Jackie Onassis Reservoir,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.75,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
2/1/21 10:00,2/4/21 8:30,Bronx,Palmer Inlet,Palmer Inlet,Mute Swan,Other,Invasive,Healthy,3,Adult;#Juvenile,Birds,,Monitored Animal,5,FALSE,TRUE,,1.5,FALSE,FALSE,
1/30/21 16:15,1/30/21 16:15,Manhattan,Riverside Park,112th and Riverside Drive,Eastern Gray Squirrel,Public,Native,Healthy,0.25,Adult,Small Mammals-non RVS,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
2/2/21 10:55,2/2/21 10:55,Manhattan,Inwood Hill Park,"Payson Visitor Center, Womens Comfort Station",Carolina Wren,Observed by Ranger,Native,Healthy,0.1,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/31/21 14:30,1/31/21 14:30,Brooklyn,Marine Park,Floyd Bennett Kayak Launch,Herring Gull,Public,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
1/31/21 14:50,1/31/21 14:50,Staten Island,Blue Heron Park,Blue Heron Nature Center,White-throated Sparrow,Employee,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/26/21 11:30,1/26/21 11:30,Staten Island,Blue Heron Park,Blue Heron Nature Center,White-throated Sparrow,Employee,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/30/21 10:30,1/30/21 10:45,Bronx,Ferry Point Park,Miles Ave and Balcom Ave,Raccoon,Central,Native,Injured,2.5,Adult,Small Mammals-RVS,311-05281904,ACC,1,FALSE,FALSE,,,FALSE,FALSE,111171
1/30/21 8:15,1/30/21 8:15,Queens,Little Bay Park,Utopia Parkway and Cryders Lane entrance on the shoreline,Canada Goose,Observed by Ranger,Native,Injured,2,Adult,Birds,311-05281661,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
1/30/21 8:15,1/30/21 8:15,Queens,Little Bay Park,Utopia Parkway and Cryders Lane entrance on the shoreline,Canada Goose,Observed by Ranger,Native,Injured,1,Adult,Birds,311-05281661,Rehabilitator,1,FALSE,TRUE,Wild Bird Fund,0.75,FALSE,FALSE,
1/29/21 16:15,1/29/21 16:15,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,On promenade near Lot 8,Dog,Employee,Domestic,Healthy,0.5,Adult,Domestic,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/29/21 8:50,1/29/21 8:50,Queens,Little Bay Park,Utopia Parkway and Cryders Lane on the shoreline,Canada Goose,Observed by Ranger,Native,Injured,0.25,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
1/28/21 9:00,1/28/21 9:00,Queens,Little Bay Park,Utopia Parkway and Cryders Lane on the shoreline,Canada Goose,Observed by Ranger,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
1/28/21 9:00,1/28/21 9:00,Queens,Little Bay Park,Utopia Parkway and Cryders Lane,Canada Goose,Observed by Ranger,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,0.5,FALSE,FALSE,
1/28/21 8:41,1/28/21 8:50,Staten Island,Great Kills Park,Cedar Grove Beach at the end of New Dorp Lane,Herring Gull,Employee,Native,Healthy,1,Juvenile,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
1/27/21 14:40,1/27/21 15:00,Manhattan,Central Park,Delacourt bathrooms,Eastern Gray Squirrel,"Conservancies/""Friends of"" Groups",Native,Injured,1,Adult,Small Mammals-non RVS,311-05252645,ACC,1,FALSE,FALSE,,,FALSE,FALSE,111050
1/27/21 13:20,1/27/21 13:30,Queens,Cunningham Park,"Redwood Playground (40.726900, -73.775723)",Raccoon,Central,Native,Unhealthy,4,Adult,Small Mammals-RVS,311-05-25-12-82,ACC,1,FALSE,FALSE,,,FALSE,FALSE,150509
1/27/21 9:30,1/27/21 9:33,Queens,Kissena Park,Boathouse Garden,Raccoon,Central,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-052-49-205,ACC,1,FALSE,FALSE,,,FALSE,FALSE,150443
1/23/21 18:10,1/23/21 18:10,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Canada Goose,Central,Native,N/A,1.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/25/21 14:05,1/25/21 14:15,Staten Island,Willowbrook Park,In woods by ballfield,Chicken,Public,Domestic,Healthy,1.75,Adult,Birds;#Domestic,311-05235491,ACC,1,FALSE,FALSE,,,FALSE,FALSE,110955
1/25/21 8:55,1/25/21 9:10,Staten Island,Clove Lakes Park,Near Brooks Lake by Curtis Ave,Raccoon,Central,Native,N/A,1.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/25/21 9:32,1/25/21 9:45,Queens,Flushing Meadows Corona Park,Fountain of the Planets,Ring-Billed Gull,Employee,Native,Injured,2,Adult,Birds,311-05232645,ACC,1,FALSE,FALSE,,,FALSE,FALSE,110940
1/24/21 15:55,1/24/21 16:05,Bronx,Van Cortlandt Park,Lake near Golf House,Canada Goose,Central,Native,N/A,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/23/21 16:35,1/23/21 16:35,Queens,Crocheron Park,Golden Pond,Mute Swan,Central,Invasive,Unhealthy,4,Adult,Birds,311-05216613,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
1/23/21 14:45,1/23/21 14:46,Manhattan,Riverside Park,Between 109th and 110th at Riverside Dr,Red-tailed Hawk,Central,Native,Healthy,1,Adult,Raptors,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
1/22/21 16:30,1/23/21 10:00,Manhattan,Central Park,On path in front of Boathouse by E Dr,Norway Rat,Public,Invasive,DOA,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/23/21 11:45,1/23/21 11:45,Queens,Flushing Meadows Corona Park,Pat Dolan Trail - junction nearest to bird blind area,Muskrat,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/16/21 12:50,1/23/21 12:50,Staten Island,Blue Heron Park,Blue Heron Nature Center,Black-capped Chickadee,Observed by Ranger,Native,Injured,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/22/21 15:30,1/22/21 16:00,Brooklyn,Prospect Park,"Lakeside, just across from the peristyle",Gull (Unknown),"Conservancies/""Friends of"" Groups",Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/21/21 11:00,1/21/21 11:30,Manhattan,Central Park,"Harlem Meer, near bird island",Mallard Duck,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/21/21 12:00,1/21/21 12:00,Queens,Flushing Meadows Corona Park,FMCP Boathouse,Mallard Duck,Central,Native,Injured,3,Adult,Birds,311-05196406,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
1/20/21 16:30,1/20/21 17:00,Brooklyn,Marine Park,Ave U and Marine Park,Ring-billed Gull,Observed by Ranger,Native,Injured,0.5,Adult,Birds,,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
1/20/21 14:10,1/20/21 14:16,Queens,Alley Pond Park,Alley Pond Environmental Center 228-06 Northern Blvd,Canada Goose,Employee,Native,DOA,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/20/21 10:20,1/20/21 10:20,Queens,Forest Park,"40.701042, -73.856841",Raccoon,Observed by Ranger,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-05186844,ACC,1,FALSE,FALSE,,,FALSE,FALSE,110697
1/20/21 9:45,1/20/21 9:45,Manhattan,Sara D. Roosevelt Park,On Forsyth St between Broome and Delancey St,Red-tailed Hawk,Public,Native,Healthy,0.25,Juvenile,Raptors,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
1/20/21 8:45,1/20/21 8:45,Queens,Forest Park,Greenhouse parking lot,Raccoon,Employee,Native,Unhealthy,0.25,Juvenile,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/19/21 0:00,1/19/21 14:30,Bronx,Van Cortlandt Park,Van Cortlandt Nature Center Women's Restroom,Rock Dove,Observed by Ranger,Native,Injured,0.75,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/19/21 10:30,1/19/21 11:00,Bronx,Tremont Park,3rd Ave and Tremont Ave,Cat,Central,Domestic,N/A,0.5,Adult,Domestic,311-05175826,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/14/21 12:00,1/18/21 14:20,Staten Island,Freshkills Park,William T Davis Wildlife refuge,White-tailed deer,Central,Native,Injured,0.75,Adult,Deer,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/17/21 10:30,1/17/21 10:30,Brooklyn,Kolbert Playground,Playground area,Rock Dove,Employee,Native,Injured,1,Adult,Birds,311-05161314,ACC,1,FALSE,FALSE,,,FALSE,FALSE,110594
1/16/21 8:30,1/16/21 9:00,Manhattan,Central Park,West Side of Lake at 76th St,Black-backed gull,Public,Native,DOA,1,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
1/14/21 11:30,1/14/21 11:30,Bronx,Pelham Bay Park,Section 12 dump area Orchard Beach,Virginia Opossum,Observed by Ranger,Native,Unhealthy,3,Adult,Small Mammals-non RVS,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,110401
1/14/21 13:30,1/14/21 13:30,Manhattan,Central Park,Ramble Rustic Arch,Eastern Coyote,Central,Native,Healthy,0.5,Adult,Coyotes,311-05136164,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
1/14/21 11:00,1/14/21 11:15,Bronx,Van Cortlandt Park,"In the pool area, 40.890506, -73.896459",Raccoon,Employee,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,110402
1/14/21 12:00,1/14/21 12:10,Staten Island,Freshkills Park,"William T. Davis Wildlife Refuge, Travis Ave and Draper Pl",White-tailed Deer,Employee,Native,Injured,0.75,Adult,Deer,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
1/13/21 13:40,1/13/21 13:55,Staten Island,South Shore Country Club,30-50ft in woods by the 8th T hole,White-tailed Deer,Employee,Native,Healthy,2,Adult,Deer,,Relocated/Condition Corrected,1,FALSE,TRUE,,1.5,TRUE,TRUE,
1/13/21 15:30,1/13/21 16:00,Brooklyn,Coney Island Beach &amp; Boardwalk,Coney Island Pier,Bird (Unknown),Public,Native,N/A,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
1/13/21 11:00,1/13/21 12:00,Brooklyn,Kaiser Park,PEP Command,Dog,Employee,Domestic,Healthy,1.5,Adult,Domestic,311-05129277,ACC,1,FALSE,FALSE,,,FALSE,FALSE,149219
